twitter id,twitter text,lable 
1239401023959113730,b'Social distancing is the key to preventing the spread of #COVID-19 and working from home is becoming a necessity. \n\nRead more below on how #Telstra is making a move to prevent the spread while maintaining business continuity.\n\nhttps://t.co/E84GCd9vk4',1
1239380085704134661,b'#okay\xf0\x9f\x91\x8c\xf0\x9f\x8f\xbc#ok Oh #GOD  #WashYourHands with  #mercysoap \xf0\x9f\xa7\xbc #GoVegan \xf0\x9f\x92\x9a #PrayTogether \xf0\x9f\x99\x8f\xf0\x9f\x8f\xbc\xf0\x9f\x90\xbe #handinhand #StayHome\xf0\x9f\x9a\xaaand #Tweet \xf0\x9f\x90\xa5 #HopeForACure \xe2\x8f\xb3\xf0\x9f\xa7\xab\xf0\x9f\x94\xac#coronapocolypse \xf0\x9f\xa4\xae #coronavirus #COVID\xe3\x83\xbc19 #SocialDistancing is like #FactoryFarming \xe2\x9b\x93\xf0\x9f\xa9\xb8\xe2\x9a\x92 pure #torture \xf0\x9f\xa4\xac https://t.co/R1gNnjB2ct',1
1239381713760862209,"b'#Coronavirus is teaching us many things we thought we knew.. the need for proper hand washing techniques, the importance of social distancing, and how many email lists you\xe2\x80\x99re still on  despite being certain you unsubscribed years ago.'",1
1239381779963768837,b'They should use a bus stop where they should line up and do the social distancing. Kaso hindi ginagamit ang mga bus stop or teminals. Laging nakikipag hunahan kapag sumasakay. https://t.co/94wajl0iSp',1
1239374470164418560,b'@hold_lake The SIMPSONS EPISODE that Predicts the #coronapocolypse #StayTheFHome #HighRiskCovid19 #coronavirus #StayAtHome #CoronavirusOutbreak #SocialDistancingNow was about a MYSTERIOUS FLU OUTBREAK.\n\n\xf0\x9f\x87\xba\xf0\x9f\x87\xb8@Forei5gn #UBIPOTUS who will sign an Executive Order for a #EmergencyUBI. #UBIStimulus https://t.co/06kIAsN0A9',1
1239376389280862208,"b'Patient #31 in South Korea ignored medical advice and didn\xe2\x80\x99t socially distance herself, coming into contact with 1,100 people. 75% of the country\xe2\x80\x99s 7.5k cases are clustered in her area. #SocialDistancing #StayHomeSaveLives #COVID19 https://t.co/iIVbq8Y5KR'",0
1239376561557528576,"b""The mother didn't know she had #coronavirus, her baby presumably caught it in the womb\n\nPlease, #StayTheFHome.\nhttps://t.co/2IntOdYXjt\n\n#COVID19 #HighRiskCovid19 #CoronaKatie #CoronavirusOutbreak #CoronavirusOutbreak #StayHome #SocialDistancing #SocialDistance #CoronaVirusUpdates""",1
1239372571411230720,b'Made myself a tee to wear to the shops today. I needed a little (inoffensive \xf0\x9f\x99\x84) humour to deal with all the panic buying maniacs. #Coronavirus #panicbuying #SocialDistancing #SocialDistancingNow https://t.co/YOSkP0RwEi',0
1239377161842294784,"b'All: please listen to your local and state officials on social distancing, isolation etc.  The guys in charge federally are buttons until next year but we all need to stick together till then. #COVID\xe3\x83\xbc19 #coronavirus'",1
1239401915080794112,b'@SheriffClarke Your comments could kill. Do you not understand science?  Look at China\xe2\x80\x99s response. When they used social distancing they nearly stopped the spread. #coronavirus #COVID\xe3\x83\xbc19 https://t.co/sguGa7pEdd',1
1239400837623005185,"b'Worried abt #mumbai , buses full,local trains full , Mumbai immediately need to impose 14 day quarantine. Such a dense population.We should not take risk.\n#CoronavirusOutbreak \n#HighRiskCovid19 \n#SocialDistancingNow \n#Corona'",0
1239363613539745792,"b'With the changes in my schedule for the next two months due to #COVID19 &amp; #socialdistancing, I\xe2\x80\x99m looking forward to wrapping up a few business &amp; personal projects as well as starting a couple sooner than expected. \n\n#useyourtimewisely #beproductive #makethingshappen https://t.co/AEx6A6wEnJ'",1
1239365295157936130,b'Shop our bundle deals\nhttps://t.co/yAvdoQKKwO\n#coronapocolypse #ShutItDown #StayTheFHome #COVID\xe3\x83\xbc19 #nycschools #coronavirus #CoronaVirusSA #COVIDCanada #StayHome #californiacoronavirus #CoronaVirusUpdates #SaferWithSanders #SocialDistancingNow #panicshopping #UltimateLoveNG https://t.co/buncRG6j0p',1
1239366201760985088,b'Hi @NatashaFatah why aren\xe2\x80\x99t the federal ministers engaging in social distancing? The reporters and they are so close to each other. It looks like business as usual. Everyone should operate as if they are infected and asymptomatic. https://t.co/8ONs5nYVy2',1
1239364891041058819,b'Taking an opportunity during this social distancing to watch Soderbergh\xe2\x80\x99s Contagion to see if I can give myself panic diarrhea so we\xe2\x80\x99ll have something to do with all of this toilet paper my wife inexplicably bought. #coronavirus',1
1239365415874318337,"b'#SocialDistancingNow Seriously. PLEASE. If not for me, then for my dad, aka 72 year old Black Santa, who doesn\xe2\x80\x99t have the best ticker. LOOK AT THAT SWEET FACE! #1 Dad! Save that face! \xe2\x9d\xa4\xef\xb8\x8f https://t.co/I0WplOApkZ https://t.co/UwBPdmIcuE'",1
1239425957464649728,"b""@TIME Yes; #COVID\xe3\x83\xbc19 is dangerous &amp; these #SelfIsolation measures are necessary. However; what's going to trigger chaos isn't #coronavirus alone, but the cumulative effects of #SocialDistancing &amp; reverberations through the economy. This is a multifaceted beast with a life of it's own.""",0
1239413184311619590,"b""It's very impressive to see how many school districts are figuring out a way to help supplement lunches for students during the #COVID19 social distancing. Thank you for taking care of the kids that need these meals.""",2
1239420119715102721,b'@realDonaldTrump @VP Social distancing in bits and pieces will only partially work. We need a federally coordinated 2 week shutdown to #StopTheSpread and #FlattenTheCurve and defeat #coronavirus #COVID19! #ShutDownNow https://t.co/CcZODCRh0s',0
1239420232105635840,"b'@TOPublicHealth @CanadianPM  @JustinTrudeau How can you ask Canadians to take the seriousness of social distancing &amp; avoid LARGE groups/gatherings to ""flatten the curve"" of #COVID19 yet keep restaurants, bars, theaters and malls open??!  #covidontario #COVIDCanada Look at Italy!'",1
1239390040515579907,"b'""If you want this to be more realistic,"" Harris said after seeing a preview of this story, ""some of the dots should disappear."" #simulitis #COVID\xe3\x83\xbc19 #SocialDistancingNow  #FlattenTheCurve https://t.co/iMA4IZIYKB'",1
1239353236999421952,"b'Please, please stay home and help #FlattenTheCurve. Here\xe2\x80\x99s my recent blog post with 20+ resources for at-home workouts. https://t.co/1ldIL9yElo #COVID19 #Coronavirus #Fitness #SocialDistance #SocialDistancing'",1
1239353865348304897,b'Should student debt be cancelled? #coronapocolypse #COVID\xe3\x83\xbc19 #StayTheFHome #StayHome #Quarantine #SocialDistancing #Biden #Bernie #DemocraticDebate #VoteBlueNoMatterWho2020 #Trump #DemDebate2020 #Vote #Pandemic #DemDebate #coronavirus #HighRiskCovid19 #CDC',0
1239410411255910406,"b'At a time when the whole wide world is dealing with the threat of the #Coronavirus disease (COVID-19), a designer has come up with a new logo for the #TokyoOlympics2020 with the message \xe2\x80\x98Practice safe social distance\xe2\x80\x99.\n\nhttps://t.co/XKJuhEBI8Q via @TheBridge_IN'",1
1239407221030522881,b'@Shehla_Rashid @narendramodi @AmitShah Please \xf0\x9f\x99\x8f\xf0\x9f\x8f\xbc educate the citizens on how best to combat the #COVID19 as ONE community and everything else can follow once and if Humans live to see another day.\nAsk the elderly to isolate themselves and practice social distancing.\nBe the Leader for Humankind',1
1239407390442704896,"b'@iamkarendavila Hilas 101. What do you suggest aber? Shut up oy! \xf0\x9f\xa4\xaf\xf0\x9f\xa4\xae RT @iamkarendavila: Today, we are seeing that social distancing and the \xe2\x80\x9cstay home\xe2\x80\x9d directive is a privilege of those who can afford it. The government can still correct this. Improve strategy #Covid19'",1
1239406440290246656,"b""Disbelief soars after Trump's coronavirus results announced\xe2\x80\x94but does one test matter? https://t.co/CmjxJN29AH  #DonaldTrump  #Hope  #Quarantine  #SocialMedia #TaskForce  #trump  #Twitter  #WashYourHands  #Coronavirus #COVID19  #SocialDistancing #WasHeTested?""",1
1239454207331229696,b'NOTE TO BRANDS\n\nDon\xe2\x80\x99t use the #CoronaVirus to promote your business with lines like:\n\nStaying in is the new going out!\n\nIt\xe2\x80\x99s not clever. It\xe2\x80\x99s grossly insensitive. #Selfisolation and #socialdistancing are neither trends nor vehicles for selling products.\n\n#MoreWeLessMe #COVID19',1
1239433246850428928,b'Beginning this week by reminding myself that we need to learn to be good citizens. Social distancing is Hard but it\xe2\x80\x99s something each one of us Can &amp; Must do to prevent the spread of #coronavirus #IndiaFightsCOVID19 \n@AUThackeray @priyankac19 @OfficeofUT @rjshonali @OfficialAmruta https://t.co/wADvz3dOUd',1
1239448379899379712,"b""Today, I should have travelled to #Dresden to attend the #DPGDD2020 conference. But due to the #CoronaOutbreak, I'm now travelling to #Giessen to prepare for #corona homeoffice. At least #socialdistancing works here, as the carriage is nearly empty. #SARS_COV_2 #COVID19de""",1
1239449705114931202,b'Do you remember when you joined Twitter? I do! #MyTwitterAnniversary \n\nSUBSCRIBE {https://t.co/bAhAADMyph}\n\n#FederalReserve #Corona #SocialDistancingNow #FlattenTheCurve #closeschoolsuk #CoronavirusOutbreak #herdimmunity #CureVac #CoronaVirusUpdates #Londonislovinit #womeninfilm https://t.co/rEbjwejR8r',1
1239447440735866883,"b'@NSwabyKing5 800 Kenworth Employees are forced to work in Kirkland WA All have ability to work from home, management communicated policy to be present at work, social distancing is not being practiced within the workplace @WADeptHealth @komonews @KING5Seattle #coronavirus #kenworth #dangerous'",0
1239454026355351554,"b'On @BBCr4today, #ProfessorAnthonyCostello lays bare the inadequacy and wrong-headedness of #Johnson\xe2\x80\x99s and the UK Government\xe2\x80\x99s response to the #Coronavirus: failure to test, to trace contacts and to impose #SocialDistancing will cost lives and livelihoods. #HerdimmunityIsMurder'",0
1239454939333701632,"b'Has anybody started doing work on unintended consequences of #covid19 both positive and negative, and both short and long term, through large scale pandemic, self isolation and social distancing? @ADPHUK @LGAWellbeing @R_S_P_H @FPH @PHE_uk @DHSCgovuk @TheKingsFund /1'",1
1239447771943337984,"b""You have to be really irresponsible to not use Work from Home provisions. Please understand this a public health emergency. Social distancing is the least we can do to contain this pandemic. Don't become the reason for someone's death #corona""",0
1239446374908743681,"b'@PattyMurray @CDCgov 800 Kenworth Employees are forced to work in Kirkland WA All have ability to work from home, management communicated policy to be present at work, social distancing is not being practiced within the workplace @WADeptHealth @komonews @KING5Seattle #coronavirus #kenworth #dangerous'",0
1239491091566559235,"b'Minnesota, Washington, Massachusetts appear to be ahead in terms of implementing social distancing measures in the US. Meanwhile, the changes are much more moderate in states such as Arizona, Florida and Nevada. https://t.co/2i5Iok7eER'",1
1239480024559955973,b'#Berlin streets on Monday morning 9am. Streets in Mitte that are usually bustling as people rushing to work to are now empty. Glad to see social distancing starting to take place. #FlattenTheCurve #COVID19 https://t.co/SJAo6b6fsX',1
1239423196098527232,b'@ericgarcetti so are you going to shut down all the stores where massive groups of people are not practicing social distancing while the hoard everything they can get their hands on? THAT is where you are going to see #coronavirus spread!',1
1239472296391258113,b'All evidence on #coronavirus says the vital thing is to act quickly - and yet we do nothing. Are \xe2\x80\x98vulnerable\xe2\x80\x99 people going to have to stay home for 18 months because we won\xe2\x80\x99t inconvenience the general public by requesting social distancing?!',1
1239477290708451328,"b'@ibec_irl calls for more measures to reboot economy. Together we will find a path through this.  \n\nFor now, as they said in Hill Street Blues ...\n\n""Let\'s be careful out there"" #SocialDistancingSavesLives \n\n#Irishbusinesses #ibecireland #Irelandlockdown \n\nhttps://t.co/rn4d45ZO2W'",1
1239493423683350532,b'It was a tough day today. Took the kids out of school. Began extreme social distancing. Missing people already. But we will survive this because of these actions. \xf0\x9f\xa4\x9e#COVID19 https://t.co/qgvIiQM7DL',1
1239492907310039040,"b'@ndtv People shd do this voluntarily as well everywhere, since it\xe2\x80\x99s a disease that spreads with contact. With proper precautions n social distancing for some time we can prevent the spread.#coronavirus #COVID19india'",1
1239442665659183104,"b'@KCPubHealth 800 Kenworth Employees are forced to work in Kirkland WA  All have ability to work from home management communicated policy to be present at work, social distancing is not being practiced within the workplace @WADeptHealth @komonews @KING5Seattle #coronavirus #kenworth #dangerous'",0
1239472777503145987,"b'#Bangladesh reports two more #coronavirus cases, bringing the total to 8 so far. All but one are reported to have recently returned from abroad. Earlier, the govt announced closure of all schools and colleges from Wednesday till the end of March. #SocialDistancing'",1
1239470480714641409,b'#coronavirus #nocontact #lawncare *online bill pay* *communication via email* estimates not requiring customers onsite. Onetime mows and ongoing service. #safteyfirst #pdx #Portland  #SocialDistancingNow https://t.co/voMDsCi97h',1
1239502838180409344,b'#BJD MP @sasmitpatra raises #CoronaVirus issue in #RajyaSabha ; urges Parliament to follow steps taken by #Odisha CM @Naveen_Odisha to contain the #COVID\xe3\x83\xbc19 menace including social distancing measures. \n\n#CoronaVirusIndia https://t.co/8mZw7yFngh',1
1239504696320110593,"b""#Trump's confusing &amp; poorly planned EU travel ban\nput US airports into disarray over #coronavirus screening https://t.co/00godQXUaP\n#SocialDistancing #CoronaOutbreak #COVID19 .@MeetThePress .@brianstelter .@RockTheVote .@WhenWeAllVote .@USATODAY #PANDUMBIC\nhttps://t.co/bXeznjpdom https://t.co/TIZtAwyiTv""",1
1239503392956919809,"b'""We must pray that we succeed in our battle to stage off #Coronavirus... Avoid handshaking. Do not shake hands. Maintain social distance of 3 feet."" - Rauf Aregbesola calls for Social Distance. #VeryResponsible #OdiaAt70Conference'",2
1239497432838344704,"b'It cannot be shared enough, but in this fight against this invisible #enemy #SocialDistancing saves lives! stay home if you can! #together we can beat this! #StrongTogether\n\n#COVID19 #coronavirus #CoronaVirusUpdates #corona https://t.co/6QyYBayUgG'",1
1239500505820389376,"b""Monday morning at work. Remember, Canada, leave room for the Holy Spirit. (To repurpose an old joke) #SocialDistancingNow is the watchword of the day.\n\nI'm thinking of my 84 year old mother.\n\n#WhoAreYouProtecting #covid19nfld #COVID\xe3\x83\xbc19 #Covid19 #covid19Canada""",1
1239536882289192960,"b'BREAKING from @CDCgov:\n\nStarting immediately and for the next 8 weeks, #CDC recommends cancelling all events of 50 or more people. \n\nFull recommendation here: https://t.co/U7xis0a2Jk\n\n#Coronavirus #CoronavirusOutbreak #CoronavirusUSA \n#SocialDistancingNow #WashYourHands'",1
1239527140384800769,b'.@GovernorTomWolf ordering restaurants and bars in five PA counties to stop dine in services for the next two weeks. He says this effort is to keep people safe &amp; stop the spread of #COVID19 @fox43 #SocialDistancing \nhttps://t.co/MOrVbwJ5qR',1
1239531003686903808,b'Tips to help you avoid boredom #SocialDistancing \n1.       Create a routine \n2.       Get dressed and ready daily \n3.       Practice self care \n\nMore: https://t.co/5EgwrnV0n9\nLet\xe2\x80\x99s support each other! #QuarantineLife #coronavirus #COVID\xe3\x83\xbc19 #SocialDistancing @womendontdothat',2
1239536048058834944,b'Please Stop going to bars &amp; practice #socialdistancing to slow #COVID19 #FirstResponders #Doctors #Nurses would like a ventilator if they need it. If we\xe2\x80\x99re sick we can\xe2\x80\x99t help you. #COVID19US #NationalQuarantine #OldLivesMatter https://t.co/KuZGdgu3nF',2
1239535884287889408,"b'This is the week, folks. Due to lack of tests we\xe2\x80\x99re at a high rate of undiagnosed circulating #COVID19. It\xe2\x80\x99s time to go from social distancing to social isolation. I\xe2\x80\x99m so proud of @CAgovernor for taking bold steps to #SlowtheSpread #FlattenTheCurve \n https://t.co/rlOxdGJ9JF'",1
1239537122278871050,b'More resources for people who use drugs and their families during the #SARS_COV_2 outbreak causing #COVID19 disease to access while #SocialDistancing interferes with usual #recovery resources https://t.co/7OzjY0Zp4K',1
1239527471533473793,"b'People of the world - help defeat #coronavirus by #SocialDistancing and making some delicious #bbq! Together, we can #smokecovid19 from this earth with the power of smoked meats! Be safe my friends! https://t.co/3ZaYtzopST'",2
1239516087923834881,"b'@nytimesworld 1)Make no mistakes-World leaders hv NO delusions that lockdowns,quarantines,social distances r perfect&amp;will work.\n\nIt will NOT work,as there r far too many loopholes for #nCOV2019 to infect thru the necessities for  life-economics.'",0
1239524198936121344,"b""Your youth is not 100% protective. This is the 3rd article I've seen suggesting that young(er) people can indeed contract a bad - even life-threatening - case of #covid19 #shelterinplace #socialdistancing https://t.co/kWoO9QpZoy""",1
1239524221459607553,b'Following the issue of further guidance on #coronavirus #COVID\xe3\x83\xbc19 for residential &amp; community settings last week. Our CEO @DrDMacaskill has recorded a video message highlighting the need for #socialdistancing for care homes. \xe2\x9e\xa1\xef\xb8\x8fhttps://t.co/KBWgxzKVGE',1
1239524361150828544,"b'At this time I\xe2\x80\x99m cancelling all nonessential f/u appts to my clinic (MRI f/u\xe2\x80\x99s, routine check ups, etc.). Many of these f/u\xe2\x80\x99s can be done over the phone. Respect social distancing and the proactive measures being taken for the betterment of our communities #coronavirus'",1
1239492564698435584,"b'1 of 2: We are now in an unprecedented national emergency and our primary concern is the well-being  of our patients, staff and families.  \nThe government has called on us all  to do our part to limit the spread of Covid- 19 and to follow strict social distancing.'",1
1239629382487920640,"b'\xe2\x80\x9cI didn\xe2\x80\x99t have any symptoms\xe2\x80\x9d now is the time to really practice #SocialDistancing. Stop going to bars, stop going to clubs, stay at home. Protect your family. \n\nWishing @idriselba a speedy recovery\xf0\x9f\x99\x8f\xf0\x9f\x8f\xbd https://t.co/Ye8hhRQgfW'",1
1239544840863592448,b'We have #telemedicine plans you can sign up for now if you need them.  They start at $11.95/month and include a prescription drug card.  #StayHealthyEveryone \n#socialdistancing #flattenthecurve #Coronavirus  #COVID19 #CoronavirusOutbreak #telehealth #freelancing #Entrepreneur https://t.co/O9y9t0y791',1
1239523525955850242,b'My home office #WarRoom is operational as I #WFH during #covid\xe3\x83\xbc19. My \xe2\x81\xa6@cambriancollege\xe2\x81\xa9 \xe2\x81\xa6@Global_Cambrian\xe2\x81\xa9 .        students will still have access to me via email and followup with #Zoom #FaceTime. #WeCanDoThis #StaySafe #SocialDistancingWorks https://t.co/YI3p4dqGFf',1
1239513628585406475,"b'So Victoria is officially in a state of emergency for Covid-19. Social distancing is now in place, allow at least 1.5 metres between individuals, no physical contact with people, to be on the safe side.\nWell, this should be interesting.'",1
1239564249266970626,"b""Lesser traffic, fewer vehicles on the roads in Bhubaneswar. Hope this awareness continues and grows. Start practicing Social Distancing NOW if you haven't already. That's the only way to beat Corona.""",1
1239614790441541632,"b'there are still folks who have no choice but to go to work, and now you\xe2\x80\x99re dramatically reducing the ways that these people can maintain social distance and still feel safe. THIS IS AND WILL BE SO BAD FOR SO MANY PEOPLE I CANNOT!!! @MBTA https://t.co/GLo7A9f8nb'",0
1239618041165549570,"b'North Carolina is not yet calling for restaurants/bars to close. Officials say they\'ve offered guidance for the businesses, specifically with social distancing.\n\n(You can find those recommendations here: https://t.co/ut5LPSCYUa)\n\n""If you are sick, stay home.""'",1
1239362511935139845,"b'Here\xe2\x80\x99s why I *could* go outside:\nI have no symptoms. I\xe2\x80\x99m 33, have good insurance &amp; no history of serious health conditions. I\xe2\x80\x99m not a caregiver for any high-risk loved ones.\n\nHere\xe2\x80\x99s why I\xe2\x80\x98m *not*:\nI. CAN. STILL. BE. A. CARRIER.\n\n#SocialDistancing to #StaySafe\n#CoronavirusOutbreak'",1
1239343679371796480,b'UHH FUCKIN DERR. LEARN from the other nations who\xe2\x80\x99ve already come through their outbreak successfully. Stop talking amongst yourselves LNP. #CloseTheSchoolsNow #WorkFromHome #StayHome #SocialDistancing https://t.co/KN0oA4SjMi',1
1239384850664026113,"b'Hot take. They need to shut down @Uber and @lyft. People aren\xe2\x80\x99t staying home. I understand those who have to work, but we\xe2\x80\x99re half-assing this social distancing and it\xe2\x80\x99s not going to work. Ugh... I\xe2\x80\x99m going to bed. #CoronaVirus'",1
1239391033093500933,b'@YungCrusay i said retract like take back... he tryna be the cool uncle during this corona ish not practicing social distancing during this pandemic. but yes potholes are a major issues as well.',2
1239398339210366981,"b'For everyone who is still not sure why we\xe2\x80\x99re doing #SocialDistancing, last chart of this article demonstrates very well IMHO: These simulations show how to flatten the coronavirus growth curve https://t.co/dBcOCzVJDB #SocialDistancingWorks'",1
1239416354295422976,"b'Who will join me in pledging to stay at home as much as possible? If you\xe2\x80\x99re in, add this to your profile name, like I did: @\xf0\x9f\x8f\xa1\nWe need all the help we can get encouraging folks to #StayHome #SocialDistancingWorks #SocialDistancingNow #COVID19\n\nThanks @albinokid !'",1
1239424776730562566,"b""@apihtawikosisan Pt1. Errr...yes and no? If we do the social distancing thing diligently now, then hopefully there won't be a big spike in #covid19 cases in about two weeks. We're avoiding the spike to avoid overwhelming the healthcare system. Which you know. Duh.""",1
1239447278194057216,"b'@ChrisDaniels5 800 Kenworth Employees are forced to work in Kirkland WA All have ability to work from home, management communicated policy to be present at work, social distancing is not being practiced within the workplace @WADeptHealth @komonews @KING5Seattle #coronavirus #kenworth #dangerous'",0
1239419642356977664,"b'Perhaps we should change the terminology of \xe2\x80\x98social distancing\xe2\x80\x99 to \xe2\x80\x98physical distancing\xe2\x80\x99 because we need to ensure close social ties, says the chief of the Emergency Management Agency in the Canadian city of Calgary.\n\n@realDonaldTrump @DonaldJTrumpJr @ScottAdamsSays @JackPosobiec https://t.co/v7VLbZGSbV'",1
1239422213364776960,b'We\xe2\x80\x99re in it together! Let\xe2\x80\x99s fight #corona by sending each other good vibes and virtual love for sometime! Let #socialdistancing and #selfcare be two most effective methods of keeping the risk at bay! By doing our\xe2\x80\xa6 https://t.co/hRbZqp3fIa',2
1239423446683021312,"b'Maintaining personal hygiene and ensuring social distancing is key to preventing the spread of #COVID19.\nTherefore I urge everyone to avoid going to any mass gatherings, and to be vigilant about any possible signs of illness. https://t.co/rPPy1coQQf'",0
1239810413765840896,b'Worrying doesn\xe2\x80\x99t change anything. Instead take the actions (whatever they may be) to drive away your worry and fear. #coronavirus #wisdom #QuarantineLife #stayhomechallenge #COVID19 #Preparedness #SocialDistancing #BeHappy #takeaction',0
1239706048069423104,"b'Personal focus will be supporting businesses with a positive attitude, looking for ways to support each other. #accentuatethepositive #COVID19 @GovInslee #WashingtonState #MondayMotivation #SAFEatHome #SocialDistancingWorks #SocialDistancing #cutoutnegativity'",2
1239708435391729664,"b'Dear #Boston #mapoli #bospoli #Massachusetts #USA #Puducherry #Pondich\xc3\xa9ry #TamilNadu #India #Auroville We can listen, learn &amp; and do better.\n\n#SocialDistancing #COVID19 #CoronavirusOutbreak #coronavirus #coronavirusindia  https://t.co/FleOFcrdZ4'",1
1239708884157095937,"b'Still learning how this hashtag thing works. Do I get to make up my own in this time of conavirus?   Here\'s to reframing ""social distancing:"" https://t.co/ZIigfDimwg    #socialdistancingreframed #CONVID19 #CovidAndChill #coronavirus   #SocialDistancingNow #SolidariteCOVID19'",1
1239708334971813890,"b""It's our regular #DungeonsAndDragons night and instead of meeting up as usual we're on #roll20 and #discord. The reality is that #socialdistancing is important, we need to #flattenthecurve so, we're doing our part and still having a great time with friends! #coronavirus""",2
1239708748760977408,"b'Spread kindness, not illness. Israelis launch global good Samaritan campaign to help those in #quarantine https://t.co/GwE73kDikE #CoronavirusOutbreak #coronavirus #covid19 #flattenthecurve #socialdistancing https://t.co/nScAQhTMNB'",2
1239707175712206850,b'This is a beautiful reminder that \xe2\x80\x9cour children are not a disruption\xe2\x80\x9d during these times of social distancing. This is an opportunity to practice kinship. #NativeTwitter #AcademicChatter #COVIDCanada #COVID19 https://t.co/3NiHYymK0i',1
1239706153543745536,"b""Young, healthy people: Social distancing isn't about you. If you get #COVID19, you're likely not going to experience the most serious symptoms. Social distancing is more about protecting the most vulnerable people among us. https://t.co/wSifBajS42""",1
1239711514485014529,"b'Our doors may be locked, but we are still open for business!!! Call us at 416-234-2777, email us at lola_macanowicz_ins@cooperators.ca or DM - we can gladly assist you with your insurance &amp; financial services needs. #covid_19 #socialdistancing #villageofislington #villageofmurals https://t.co/8v9VBKXK3R'",1
1239719205445881856,"b'\xf0\x9f\x96\x8b Support Stephanie by signing \xe2\x80\x9cMandate social distancing\xe2\x80\x9d and I\xe2\x80\x99ll deliver a copy to your officials too: https://t.co/3tB2N4P5Tz\n\n\xf0\x9f\x93\xa8 Last delivered to @KristiNoem, Representative Chaffee, Representative Brunner and 1 more  #SDpolitics #COVID19 https://t.co/0Mj2eY1ma2'",1
1239719329870098432,b'\xe2\x80\x9cDon\xe2\x80\x99t get too close or spend too much time with people who are not accustomed or could be harmed by your microbiome\xe2\x80\x9d is the best way I can think of describing #SocialDistancing in general terms\xf0\x9f\xa6\xa0 \n\nAnd wash your hands too\xf0\x9f\x99\x8f\n\n#covid19 #FlattenTheCurve',1
1239716103649017856,"b'When I first got diagnosed with a chronic illness people would openly say to me, \xe2\x80\x9cYou\xe2\x80\x99re so lucky you get to stay home all day.\xe2\x80\x9d Now look at everyone\xe2\x80\x99s mental health in forced social distancing. Not easy is it? #coronavirus #chronicillness'",1
1239712179697471488,b'Social distancing: What it means and ... \nhttps://t.co/aNY8mIpK07\n#Airspace #Community #Coronavirus #Covid19 #Emergency #HealthServices #Hospital #InfectiousDisease #JustinTrudeau #Loophole #Minister #PrimeMinister #PublicHealth #UnitedStates #University #UniversityOfAlberta https://t.co/EAfcyJE4ON',1
1239794005447045121,b'\xe2\x80\xa2 Mow the lawn withOUT \xe2\x80\x9cMohawks\xe2\x80\x9d\n\xe2\x80\xa2 Read two books a month (must be approved by us first)\n\xe2\x80\xa2 Windex ALL windows. Windows DUTY. \n\n#CoronavirusPandemic #coronavirus #washyourhands #SocialDistancing #SocialDistancingNow #grounded #groundyourparents https://t.co/nuPGcbDtec',1
1239790338509885441,b'As #coronavirus goes around.... remember to get fresh air. Go for a walk or hike .. #SimienMountains It\xe2\x80\x99s  safe to be outdoors enjoying  #family time while minimizing your impact on the spread... #CoronavirusOutbreak #COVID19 #SocialDistancing #StaySafe https://t.co/p9RrBm9vO1',1
1239760601951264768,b'When will our hopeless politicians start practising social distancing and stop the stupid practice of having a bunch of Klingon lusers standing behind them? #auspol #coronavirusaus #coronavirusaustralia #CoronavirusOutbreak #CONVID19',0
1239761359044136962,"b'\xf0\x9f\x96\x8b Support Jessica by signing \xe2\x80\x9cSocial Distancing to Combat COVID-19\xe2\x80\x9d and I\xe2\x80\x99ll deliver a copy to your officials too: https://t.co/ywF2MxbH1c\n\n\xf0\x9f\x93\xa8 Last delivered to @GovAbbott, Representative Stucky and Senator Fallon  #TXpolitics #COVID19 https://t.co/8IOkGlqrDm'",1
1239792737534136320,"b'Social distancing should be maintained even after this Corona thing..for atleast 2 years..or maybe 20 years..or forever..you know, just to remain safe..ahem..\n#coronavirus #COVID2019 #Introvertsunite #introvertlife'",1
1239794711390498817,"b'He may be right.  Estimates put 70% of the 7.6 billion people on earth.  That\xe2\x80\x99s roughly 5.6 billion. With a conservative 3% mortality rate, that is 178,000,000 deaths globally.  WWII claimed 73,000,000 lives.  #COVID19 is just warming up. #SocialDistancing https://t.co/ked9IACDmp'",0
1239792446575427584,"b""Reading the latest report out of Imperial College on #COVID19 interventions. Very sobering. They predict we'll have to keep up population-wide social distancing for many months.\nhttps://t.co/7TYNGM7M6R https://t.co/qe7S8IgXhd""",1
1239798601519251457,"b'@donlemon &amp; @CNN are not taking proper steps to prevent the spread of the #Coronavirus. I  see #FaceTouching, #SocialDistancing issues, using cups that @Covid_19 adheres to, Anchors who look flush, inappropriate ads #CruiseLines, #FingerDipping, I don\xe2\x80\x99t think you guys understand'",1
1239798682737934336,b'I wish the government would be more organized and come up with rules for the whole nation rather than random states imposing random rules. #coronavirus #COVID19 #CoronavirusOutbreak #COVID2019 #QuarantineLife #stayhomechallenge #SocialDistancing',0
1239799805603348480,"b""#BernieBros &amp; #hotgirlsforbernie shouldn't have a difficult time quarantining themselves during #COVID19 seeing as how they've been social distancing themselves from the voting booth this whole primary season.""",1
